Date,Close/Last,Volume,Open,High,Low
12/06/2024,1.0013,N/A,1.0003,1.0014,1.0012
12/05/2024,1.0004,N/A,1.0006,1.0009,1.0001
12/04/2024,1.0006,N/A,1.0007,1.0016,1.0004
12/03/2024,1.0007,N/A,1.0002,1.001,1.0006
12/02/2024,1.0002,N/A,1.0005,1.0005,1.0002
12/01/2024,1.0005,N/A,1.0005,1.0008,1.0005
11/30/2024,1.0006,N/A,1.0005,1.0007,1.0003
11/29/2024,1.0005,N/A,1.0002,1.0005,1.0003
11/28/2024,1.0002,N/A,1.0009,1.0003,1.0002
11/27/2024,1.0009,N/A,0.9998,1.0011,1.0008
11/26/2024,0.9998,N/A,1.0003,0.9999,0.9996
11/25/2024,1.0003,N/A,1.0009,1.0005,1.00
11/24/2024,1.0008,N/A,1.0007,1.0009,1.0008
11/23/2024,1.0007,N/A,1.0004,1.0007,1.0004
11/22/2024,1.0004,N/A,1.0006,1.0007,1.0003
11/21/2024,1.0006,N/A,1.0005,1.0009,1.0005
11/20/2024,1.0005,N/A,1.0007,1.0009,1.0004
11/19/2024,1.0008,N/A,1.0005,1.0014,1.0008
11/18/2024,1.0005,N/A,1.00,1.0007,1.0004
11/17/2024,1.00,N/A,1.0001,1.0002,0.9999
11/16/2024,1.0001,N/A,1.0004,1.0004,1.00
11/15/2024,1.0004,N/A,1.0003,1.0005,1.0002
11/14/2024,1.0003,N/A,1.0007,1.0003,1.00
11/13/2024,1.0006,N/A,1.0014,1.0012,1.0006
11/12/2024,1.0014,N/A,1.001,1.0014,1.0008
11/11/2024,1.001,N/A,1.0006,1.0014,1.0009
11/10/2024,1.0007,N/A,1.0003,1.0007,1.0005
11/09/2024,1.0003,N/A,1.0006,1.0006,1.0002
11/08/2024,1.0005,N/A,1.0007,1.0006,1.0005
11/07/2024,1.0008,N/A,1.0005,1.0008,1.0006
11/06/2024,1.0005,N/A,1.00,1.0008,1.0004
11/05/2024,1.0001,N/A,0.9994,1.0002,0.9998
11/04/2024,0.9994,N/A,0.9993,0.9995,0.9993
11/03/2024,0.9994,N/A,0.9997,0.9998,0.9993
11/02/2024,0.9998,N/A,0.9996,0.9998,0.9996
11/01/2024,0.9997,N/A,0.999,0.9997,0.9995
10/31/2024,0.9989,N/A,0.9998,0.999,0.9986
10/30/2024,0.9998,N/A,0.9996,0.9999,0.9997
10/29/2024,0.9996,N/A,0.9992,0.9998,0.9996
10/28/2024,0.9992,N/A,0.9988,0.9994,0.9991
10/27/2024,0.9988,N/A,0.9989,0.9989,0.9988
10/26/2024,0.9989,N/A,0.9984,0.999,0.9988
10/25/2024,0.9984,N/A,0.9993,0.9985,0.998
10/24/2024,0.9993,N/A,0.9989,0.9995,0.9993
10/23/2024,0.9989,N/A,0.9991,0.999,0.9988
10/22/2024,0.9992,N/A,0.9995,0.9994,0.9992
10/21/2024,0.9995,N/A,0.9996,0.9997,0.9995
10/20/2024,0.9996,N/A,0.9999,0.9998,0.9996
10/19/2024,0.9999,N/A,0.9998,0.9999,0.9998
10/18/2024,0.9998,N/A,0.9996,0.9999,0.9996
10/17/2024,0.9996,N/A,0.9998,0.9997,0.9996
10/16/2024,0.9998,N/A,0.9998,0.9999,0.9998
10/15/2024,0.9998,N/A,0.9995,0.9999,0.9998
10/14/2024,0.9997,N/A,0.9998,0.9999,0.9997
10/13/2024,0.9998,N/A,1.0002,1.00,0.9998
10/12/2024,1.0002,N/A,0.9997,1.0005,1.0002
10/11/2024,0.9997,N/A,0.9991,0.9997,0.9996
10/10/2024,0.9991,N/A,0.999,0.9992,0.999
10/09/2024,0.999,N/A,0.9994,0.9992,0.9989
10/08/2024,0.9994,N/A,0.9997,0.9995,0.9993
10/07/2024,0.9997,N/A,0.9999,0.9998,0.9996
10/06/2024,0.9999,N/A,1.00,1.0001,0.9999
10/05/2024,1.00,N/A,1.00,1.0001,0.9999
10/04/2024,1.00,N/A,0.9999,1.00,0.9999
10/03/2024,0.9999,N/A,1.00,1.00,0.9999
10/02/2024,1.00,N/A,0.9998,1.00,0.9998
10/01/2024,0.9998,N/A,0.9996,0.9998,0.9997
09/30/2024,0.9996,N/A,1.0002,1.00,0.9994
09/29/2024,1.0002,N/A,1.0002,1.0003,1.0001
09/28/2024,1.0003,N/A,1.0002,1.0004,1.0002
09/27/2024,1.0002,N/A,1.0002,1.0002,1.0002
09/26/2024,1.0002,N/A,0.9998,1.0003,1.0002
09/25/2024,0.9998,N/A,1.0007,0.9999,0.9998
09/24/2024,1.0007,N/A,1.0002,1.0008,1.0006
09/23/2024,1.0002,N/A,1.0001,1.0003,1.0002
09/22/2024,1.0001,N/A,1.0005,1.0002,1.00
09/21/2024,1.0005,N/A,1.0001,1.0006,1.0002
09/20/2024,1.0002,N/A,1.0001,1.0002,1.0001
09/19/2024,1.0001,N/A,1.0002,1.0002,1.0001
09/18/2024,1.0003,N/A,1.0003,1.0005,1.0001
09/17/2024,1.0002,N/A,1.0003,1.0003,1.0002
09/16/2024,1.0002,N/A,1.0005,1.0003,1.0001
09/15/2024,1.0005,N/A,1.0004,1.001,1.0005
09/14/2024,1.0004,N/A,1.0006,1.0004,1.0003
09/13/2024,1.0006,N/A,1.0002,1.0007,1.0005
09/12/2024,1.0002,N/A,1.0003,1.0002,1.0001
09/11/2024,1.0003,N/A,1.00,1.0004,1.0002
09/10/2024,1.00,N/A,1.0002,1.0001,0.9999
09/09/2024,1.0002,N/A,1.0006,1.0005,1.0002
09/08/2024,1.0006,N/A,1.0008,1.0008,1.0005
09/07/2024,1.0009,N/A,1.00,1.001,1.0003
09/06/2024,1.0005,N/A,1.0004,1.0006,1.0003
09/05/2024,1.0004,N/A,1.0007,1.0005,1.0002
09/04/2024,1.0008,N/A,1.0004,1.0008,1.0004
09/03/2024,1.0004,N/A,1.0007,1.0006,1.0003
09/02/2024,1.0007,N/A,1.0006,1.0009,1.0006
09/01/2024,1.0005,N/A,1.0006,1.0008,1.0005
08/31/2024,1.0007,N/A,1.0007,1.0009,1.0006
08/30/2024,1.0007,N/A,1.0002,1.0007,1.0004
08/29/2024,1.0002,N/A,1.0005,1.0004,1.0001
08/28/2024,1.0004,N/A,1.0002,1.0004,1.0002
08/27/2024,1.0004,N/A,1.0002,1.0004,1.0002
08/26/2024,1.0002,N/A,1.0004,1.0003,1.0002
08/25/2024,1.0004,N/A,1.0004,1.0005,1.0004
08/24/2024,1.0004,N/A,1.0007,1.0008,1.0003
08/23/2024,1.0007,N/A,1.0002,1.0008,1.0005
08/22/2024,1.0002,N/A,1.0002,1.0002,1.0001
08/21/2024,1.0003,N/A,1.0003,1.0004,1.0002
08/20/2024,1.0003,N/A,1.0005,1.0003,1.0002
08/19/2024,1.0005,N/A,1.0002,1.0005,1.0003
08/18/2024,1.0002,N/A,1.0002,1.0003,1.0002
08/17/2024,1.0002,N/A,1.0005,1.0002,1.0001
08/16/2024,1.0005,N/A,1.0002,1.0006,1.0005
08/15/2024,1.0002,N/A,1.0001,1.0003,1.0001
08/14/2024,1.0001,N/A,1.0004,1.0003,1.00
08/13/2024,1.0003,N/A,1.0004,1.0003,1.0003
08/12/2024,1.0004,N/A,1.0002,1.0004,1.0003
08/11/2024,1.0002,N/A,1.0002,1.0003,1.0001
08/10/2024,1.0002,N/A,1.0004,1.0003,1.0002
08/09/2024,1.0004,N/A,1.0002,1.0005,1.0003
08/08/2024,1.0003,N/A,1.0003,1.0004,1.0002
08/07/2024,1.0003,N/A,1.0005,1.0003,1.0002
08/06/2024,1.0005,N/A,1.0007,1.0006,1.0004
08/05/2024,1.0007,N/A,1.0001,1.0007,1.0004
08/04/2024,1.0001,N/A,0.9996,1.0002,0.9994
08/03/2024,0.9996,N/A,0.9991,0.9996,0.9988
08/02/2024,0.9991,N/A,0.9994,0.9991,0.9988
08/01/2024,0.9994,N/A,0.9996,0.9995,0.9993
07/31/2024,0.9996,N/A,1.00,0.9998,0.9996
07/30/2024,1.00,N/A,0.9999,1.00,0.9998
07/29/2024,0.9999,N/A,1.00,1.00,0.9998
07/28/2024,0.9999,N/A,1.0002,1.0001,0.9998
07/27/2024,1.0001,N/A,1.0001,1.0002,1.0001
07/26/2024,1.0001,N/A,0.9999,1.0002,1.0001
07/25/2024,0.9999,N/A,0.9997,0.9999,0.9998
07/24/2024,0.9998,N/A,1.0001,0.9998,0.9994
07/23/2024,1.0002,N/A,1.00,1.0002,1.0001
07/22/2024,1.00,N/A,1.0002,1.0002,0.9998
07/21/2024,1.0001,N/A,1.0002,1.0002,0.9998
07/20/2024,1.0002,N/A,1.0005,1.0004,1.0002
07/19/2024,1.0005,N/A,0.9998,1.0005,1.0003
07/18/2024,0.9998,N/A,0.9998,0.9999,0.9997
07/17/2024,0.9999,N/A,1.0004,1.00,0.9999
07/16/2024,1.0005,N/A,1.0006,1.0005,1.0003
07/15/2024,1.0006,N/A,1.0008,1.0007,1.0005
07/14/2024,1.0008,N/A,1.0006,1.0009,1.0005
07/13/2024,1.0006,N/A,1.0005,1.0007,1.0005
07/12/2024,1.0005,N/A,1.0005,1.0006,1.0004
07/11/2024,1.0005,N/A,1.0003,1.0005,1.0003
07/10/2024,1.0004,N/A,1.0009,1.0004,1.0002
07/09/2024,1.0008,N/A,1.0004,1.0008,1.0004
07/08/2024,1.0004,N/A,1.0009,1.0005,1.0003
07/07/2024,1.0009,N/A,1.0004,1.0009,1.0005
07/06/2024,1.0005,N/A,1.0004,1.0005,1.0004
07/05/2024,1.0003,N/A,1.00,1.0005,1.0002
07/04/2024,1.00,N/A,0.9994,1.0005,0.9999
07/03/2024,0.9994,N/A,0.9986,0.9995,0.9991
07/02/2024,0.9986,N/A,0.999,0.9988,0.9985
07/01/2024,0.999,N/A,0.9989,0.9992,0.999
06/30/2024,0.9989,N/A,0.9986,0.999,0.9985
06/29/2024,0.9986,N/A,0.9985,0.9986,0.9985
06/28/2024,0.9984,N/A,0.9992,0.9986,0.9982
06/27/2024,0.9992,N/A,0.9993,0.9992,0.9987
06/26/2024,0.9993,N/A,0.9997,0.9994,0.9991
06/25/2024,0.9998,N/A,1.00,1.00,0.9995
06/24/2024,1.00,N/A,0.9996,1.00,0.9997
06/23/2024,0.9996,N/A,1.00,0.9998,0.9995
06/22/2024,1.00,N/A,0.9997,1.00,0.9999
06/21/2024,0.9997,N/A,0.9997,0.9998,0.9996
06/20/2024,0.9997,N/A,0.9998,0.9997,0.9994
06/19/2024,0.9997,N/A,1.00,1.0001,0.9997
06/18/2024,0.9999,N/A,1.00,0.9999,0.9997
06/17/2024,1.00,N/A,0.9996,1.00,0.9997
06/16/2024,0.9996,N/A,0.9994,0.9997,0.9994
06/15/2024,0.9995,N/A,0.9996,0.9995,0.9993
06/14/2024,0.9995,N/A,0.9995,0.9995,0.9994
06/13/2024,0.9994,N/A,0.9998,0.9996,0.9994
06/12/2024,0.9998,N/A,0.9998,0.9999,0.9996
06/11/2024,0.9998,N/A,0.9996,0.9999,0.9998
06/10/2024,0.9996,N/A,0.9998,0.9998,0.9995
06/09/2024,0.9998,N/A,0.9999,0.9999,0.9998
06/08/2024,0.9999,N/A,0.9997,1.00,0.9999
06/07/2024,0.9997,N/A,0.9998,0.9997,0.9996
06/06/2024,0.9998,N/A,1.0001,0.9998,0.9996
06/05/2024,1.00,N/A,1.00,1.0001,1.00
06/04/2024,1.00,N/A,0.9997,1.0002,1.00
06/03/2024,0.9997,N/A,0.9993,0.9999,0.9997
06/02/2024,0.9995,N/A,0.9993,0.9996,0.9993
06/01/2024,0.9993,N/A,0.9991,0.9993,0.9993
05/31/2024,0.9993,N/A,0.9998,0.9993,0.9991
05/30/2024,0.9998,N/A,0.9989,1.0001,0.9997
05/29/2024,0.9989,N/A,0.9989,0.9991,0.9988
05/28/2024,0.9994,N/A,0.9996,0.9995,0.9992
05/27/2024,0.9994,N/A,0.9996,0.9995,0.9992
05/26/2024,0.9996,N/A,0.9999,0.9996,0.9996
05/25/2024,0.9999,N/A,0.9997,1.00,0.9999
05/24/2024,0.9997,N/A,0.9996,0.9999,0.9997
05/23/2024,0.9996,N/A,0.9994,0.9998,0.9996
05/22/2024,0.9994,N/A,0.9997,0.9996,0.9994
05/21/2024,0.9998,N/A,0.9999,0.9999,0.9996
05/20/2024,0.9999,N/A,1.00,1.0002,0.9998
05/19/2024,1.00,N/A,1.0002,1.00,0.9999
05/18/2024,1.0002,N/A,1.0004,1.0002,1.0001
05/17/2024,1.0004,N/A,1.0002,1.0005,1.0004
05/16/2024,1.0002,N/A,1.0003,1.0002,1.00
05/15/2024,1.0003,N/A,0.9998,1.0006,1.0002
05/14/2024,0.9998,N/A,0.9996,0.9999,0.9997
05/13/2024,0.9996,N/A,1.0002,1.00,0.9996
05/12/2024,1.0002,N/A,0.9997,1.0003,0.9999
05/11/2024,0.9997,N/A,1.00,1.0002,0.9997
05/10/2024,0.9999,N/A,1.0003,1.00,0.9999
05/09/2024,1.0004,N/A,1.0002,1.0004,1.0002
05/08/2024,1.0002,N/A,1.00,1.0002,0.9999
05/07/2024,1.00,N/A,1.0001,1.0001,1.00
05/06/2024,1.0001,N/A,1.0003,1.0002,1.00
05/05/2024,1.0003,N/A,1.0002,1.0006,1.0003
05/04/2024,1.0002,N/A,1.0006,1.0002,1.0001
05/03/2024,1.0005,N/A,1.0007,1.0007,1.0005
05/02/2024,0.9999,N/A,0.9994,1.0001,0.9993
05/01/2024,0.9998,N/A,0.9992,0.9999,0.9993
04/30/2024,0.9991,N/A,0.9998,0.9994,0.9991
04/29/2024,0.9998,N/A,1.00,1.00,0.9997
04/28/2024,0.9999,N/A,0.9995,1.00,0.9998
04/27/2024,0.9997,N/A,1.00,0.9998,0.9995
04/26/2024,1.00,N/A,1.00,1.0001,0.9999
04/25/2024,1.00,N/A,0.9998,1.0002,0.9998
04/24/2024,0.9998,N/A,1.0001,0.9999,0.9995
04/23/2024,1.0001,N/A,1.0006,1.0002,1.00
04/22/2024,1.0006,N/A,1.0002,1.0006,1.0004
04/21/2024,1.0001,N/A,1.0005,1.0003,1.00
04/20/2024,1.0004,N/A,1.0005,1.0005,1.0002
04/19/2024,1.0004,N/A,1.0001,1.0005,1.0003
04/18/2024,1.0001,N/A,1.0001,1.0005,1.0001
04/17/2024,1.0001,N/A,1.0007,1.0001,1.00
04/16/2024,1.0008,N/A,1.0011,1.001,1.0005
04/15/2024,1.0011,N/A,1.0013,1.0013,1.0004
04/14/2024,1.0013,N/A,1.0008,1.0016,1.0011
04/13/2024,1.0008,N/A,0.9995,1.0011,1.0007
04/12/2024,0.9997,N/A,1.0005,1.0002,0.9993
04/11/2024,1.0005,N/A,1.0003,1.0008,1.0002
04/10/2024,1.00,N/A,0.9998,1.0003,0.9997
04/09/2024,1.00,N/A,1.0005,1.0008,0.9999
04/08/2024,1.00,N/A,0.9998,1.0005,0.9999
04/07/2024,0.9998,N/A,1.0001,0.9998,0.9994
04/06/2024,1.0001,N/A,1.0002,1.0003,0.9998
04/05/2024,1.0001,N/A,1.00,1.0004,1.00
04/04/2024,1.00,N/A,1.0001,1.0004,0.9998
04/03/2024,1.00,N/A,1.0004,1.0003,0.9998
04/02/2024,1.0004,N/A,1.0002,1.0004,0.9996
04/01/2024,1.0004,N/A,1.0006,1.001,1.00
03/31/2024,1.0009,N/A,1.0005,1.001,1.0006
03/30/2024,1.0004,N/A,1.0001,1.0006,1.0001
03/29/2024,1.00,N/A,0.9998,1.0004,0.9997
03/28/2024,0.9997,N/A,0.9999,1.0002,0.9996
03/27/2024,0.9998,N/A,0.9997,1.00,0.9996
03/26/2024,0.9997,N/A,0.999,0.9997,0.9992
03/25/2024,0.9988,N/A,1.0006,0.9992,0.9985
03/24/2024,1.0007,N/A,1.0003,1.0007,1.0002
03/23/2024,1.0002,N/A,1.0003,1.0003,1.0001
03/22/2024,1.0003,N/A,1.0009,1.0004,0.9999
03/21/2024,1.001,N/A,1.0008,1.001,1.0003
03/20/2024,1.0009,N/A,1.0007,1.0009,1.0002
03/19/2024,1.0007,N/A,0.9997,1.001,1.0002
03/15/2024,0.9987,N/A,0.9988,0.9996,0.9986
03/14/2024,0.999,N/A,0.9988,0.9996,0.9986
03/13/2024,0.9987,N/A,0.9991,1.0002,0.9986
03/12/2024,0.9992,N/A,0.9982,0.9994,0.9989
03/11/2024,0.9979,N/A,0.9989,0.9985,0.9977
03/10/2024,0.9989,N/A,0.9988,0.9999,0.9984
03/09/2024,0.9988,N/A,0.9991,1.0006,0.9985
03/08/2024,0.999,N/A,0.9995,0.9992,0.9986
03/07/2024,0.9994,N/A,0.9998,1.0011,0.9987
08/10/2023,0.9998,N/A,1.0004,0.9998,0.9992
08/09/2023,1.00,N/A,1.0002,1.0006,0.9996
08/08/2023,1.0003,N/A,1.0003,1.0006,0.9998
08/07/2023,1.0003,N/A,0.9994,1.0005,1.0003
08/06/2023,0.9995,N/A,0.9999,1.0001,0.9991
08/05/2023,0.9999,N/A,1.00,1.0002,0.9995
08/04/2023,1.00,N/A,1.0002,1.0003,1.00
08/03/2023,1.0002,N/A,1.0005,1.0003,0.9994
08/02/2023,1.0004,N/A,1.0006,1.0008,0.9997
08/01/2023,1.0006,N/A,1.0008,1.0009,1.00
07/31/2023,1.0008,N/A,1.0007,1.0014,1.00
07/30/2023,1.0007,N/A,1.0011,1.0015,1.0005
07/29/2023,1.0008,N/A,1.0002,1.0015,1.00
07/28/2023,1.0012,N/A,1.0003,1.0015,1.00
07/27/2023,1.0003,N/A,1.001,1.0013,0.9998
07/26/2023,1.001,N/A,1.001,1.0015,1.0001
07/25/2023,1.001,N/A,1.0012,1.0015,1.0003
07/24/2023,1.0011,N/A,1.0004,1.0015,1.0003
07/23/2023,1.0004,N/A,1.001,1.0011,1.0001
07/22/2023,1.0011,N/A,1.001,1.0013,1.0003
07/21/2023,1.001,N/A,1.0011,1.0013,1.0003
07/20/2023,1.0011,N/A,1.0007,1.0014,1.001
07/19/2023,1.0008,N/A,1.001,1.001,1.0007
07/18/2023,1.001,N/A,1.0009,1.0013,1.0009
07/17/2023,1.001,N/A,1.0005,1.0014,1.0001
07/16/2023,1.0005,N/A,1.0007,1.0012,1.0002
07/15/2023,1.0007,N/A,1.0011,1.0011,1.0002
07/14/2023,1.001,N/A,1.0011,1.0012,1.0006
07/13/2023,1.0012,N/A,1.001,1.0012,1.0004
07/12/2023,1.0011,N/A,1.0009,1.0014,1.001
07/11/2023,1.0009,N/A,1.0008,1.0012,1.0003
07/10/2023,1.0007,N/A,1.0005,1.001,1.0007
07/09/2023,1.0005,N/A,1.001,1.0008,1.0004
07/08/2023,1.001,N/A,1.0008,1.0012,1.0007
07/07/2023,1.0008,N/A,1.0006,1.001,1.0003
07/06/2023,1.0006,N/A,1.0006,1.0011,1.0001
07/05/2023,1.0005,N/A,1.0006,1.001,1.00
07/04/2023,1.0005,N/A,1.0004,1.0008,1.00
07/03/2023,1.0005,N/A,1.0006,1.0011,1.0001
07/02/2023,1.0005,N/A,1.0007,1.0012,1.0001
07/01/2023,1.0006,N/A,1.0003,1.0009,1.0001
06/30/2023,1.0003,N/A,1.00,1.0009,1.0001
06/29/2023,1.0001,N/A,1.0003,1.0008,0.9999
06/28/2023,1.0004,N/A,1.0005,1.0008,1.0003
06/27/2023,1.0005,N/A,1.0004,1.001,1.0001
06/26/2023,1.0004,N/A,1.0001,1.0008,1.00
06/25/2023,0.9999,N/A,1.0004,1.0008,0.9998
06/24/2023,1.0004,N/A,1.0008,1.0008,1.0003
06/23/2023,1.0007,N/A,1.0006,1.0011,1.0005
06/22/2023,1.0006,N/A,1.00,1.001,1.0001
06/21/2023,0.9999,N/A,1.0003,1.0007,0.9999
06/20/2023,1.0002,N/A,1.0002,1.0005,1.0002
06/19/2023,1.0002,N/A,1.0005,1.0006,1.00
06/18/2023,1.0004,N/A,1.0005,1.0008,1.0001
06/17/2023,1.0006,N/A,1.0003,1.0007,1.0005
06/16/2023,1.0003,N/A,1.0003,1.0006,0.9995
06/15/2023,1.0003,N/A,0.9998,1.0007,0.9993
06/14/2023,0.9998,N/A,1.0004,1.0008,0.9998
06/13/2023,1.0004,N/A,1.0005,1.0008,0.9999
06/12/2023,1.0005,N/A,1.0004,1.0009,1.00
06/11/2023,1.0005,N/A,1.0009,1.001,1.0002
06/10/2023,1.0008,N/A,1.0006,1.001,1.0005
06/09/2023,1.0006,N/A,1.0008,1.0008,1.0002
06/08/2023,1.0007,N/A,1.0006,1.0011,1.0006
06/07/2023,1.0005,N/A,1.0002,1.0008,1.0001
06/06/2023,1.0002,N/A,1.0004,1.0004,1.0001
06/05/2023,1.0004,N/A,1.0002,1.0006,1.0002
06/04/2023,1.0002,N/A,1.0003,1.0004,1.00
06/03/2023,1.0003,N/A,1.0005,1.0005,1.0002
06/02/2023,1.0005,N/A,1.0003,1.0006,1.0004
06/01/2023,1.0003,N/A,1.0004,1.0007,1.00
05/31/2023,1.0005,N/A,1.0004,1.0007,1.0002
05/30/2023,1.0004,N/A,1.0005,1.0011,1.0002
05/29/2023,1.0004,N/A,1.0006,1.0011,1.0002
05/28/2023,1.0006,N/A,1.0006,1.0012,1.0004
05/27/2023,1.0006,N/A,1.0008,1.0012,1.0005
05/26/2023,1.0009,N/A,1.0003,1.0011,1.0004
05/25/2023,1.0003,N/A,1.0002,1.0009,1.00
05/24/2023,1.0003,N/A,1.0003,1.0006,1.00
05/23/2023,1.0003,N/A,1.0006,1.0007,1.00
05/22/2023,1.0006,N/A,1.0004,1.0011,1.0002
05/21/2023,1.0004,N/A,1.0005,1.0006,1.0003
05/20/2023,1.0005,N/A,1.0008,1.0006,1.0003
05/19/2023,1.0007,N/A,1.0009,1.0011,1.0002
05/18/2023,1.0009,N/A,1.0008,1.0012,1.0002
05/17/2023,1.0006,N/A,1.0006,1.001,1.0001
05/16/2023,1.0006,N/A,1.0006,1.0009,1.0001
05/15/2023,1.0006,N/A,1.0005,1.0009,1.0005
05/14/2023,1.0004,N/A,1.0006,1.0008,1.0003
05/13/2023,1.0006,N/A,1.001,1.0009,1.0006
05/12/2023,1.0009,N/A,1.001,1.0011,1.0006
05/11/2023,1.001,N/A,1.0009,1.0012,1.0004
05/10/2023,1.0009,N/A,1.0006,1.0011,1.0007
05/09/2023,1.0006,N/A,1.001,1.001,1.0004
05/08/2023,1.0011,N/A,1.0015,1.0012,1.0009
05/07/2023,1.0015,N/A,1.0017,1.002,1.0015
05/06/2023,1.0018,N/A,1.0009,1.002,1.0015
05/05/2023,1.0009,N/A,1.0005,1.001,1.0008
05/04/2023,1.0006,N/A,1.0006,1.0006,1.0004
05/03/2023,1.0006,N/A,1.0006,1.0007,1.0003
05/02/2023,1.0006,N/A,1.0005,1.0007,1.0005
05/01/2023,1.0005,N/A,1.0006,1.0008,1.0004
04/30/2023,1.0006,N/A,1.0006,1.0008,1.0004
04/29/2023,1.0006,N/A,1.0007,1.0008,1.0004
04/28/2023,1.0006,N/A,1.0002,1.0007,1.0005
04/27/2023,1.0002,N/A,1.0004,1.0003,1.0001
04/26/2023,1.0003,N/A,1.0005,1.0006,1.0003
04/25/2023,1.0005,N/A,1.0005,1.0008,1.0001
04/24/2023,1.0005,N/A,1.0004,1.0007,1.0001
04/23/2023,1.0005,N/A,1.0005,1.0007,1.0002
04/22/2023,1.0005,N/A,1.0006,1.0006,1.0003
04/21/2023,1.0006,N/A,1.0003,1.0007,1.0002
04/20/2023,1.0004,N/A,1.0006,1.0005,1.0002
04/19/2023,1.0007,N/A,1.0003,1.0007,1.0005
04/18/2023,1.0003,N/A,1.0003,1.0005,1.0003
04/17/2023,1.0003,N/A,0.9998,1.0004,1.0001
04/16/2023,0.9998,N/A,0.9999,1.0001,0.9997
04/15/2023,0.9999,N/A,1.00,1.0003,0.9997
04/14/2023,1.00,N/A,1.0002,1.0006,0.9999
04/13/2023,1.0003,N/A,1.0002,1.0008,1.00
04/12/2023,1.0002,N/A,1.00,1.0003,1.0001
04/11/2023,1.00,N/A,0.9997,1.0003,0.9997
04/10/2023,0.9997,N/A,0.9999,1.00,0.9993
04/09/2023,0.9999,N/A,0.9993,1.0003,0.9999
04/08/2023,0.9993,N/A,0.9997,0.9993,0.999
04/07/2023,0.9997,N/A,0.9997,1.0001,0.9996
04/06/2023,0.9997,N/A,0.9997,1.0001,0.9995
04/05/2023,0.9997,N/A,0.9999,0.9999,0.9996
04/04/2023,0.9999,N/A,0.9999,1.0001,0.9998
04/03/2023,0.9999,N/A,0.9999,1.00,0.9999
04/02/2023,0.9999,N/A,1.00,1.00,0.9997
